label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,one,two,three,four,five,six,seven,eight,nine,ten,coloneLen,coltwoLen,colthreeLen,colfourLen,colfiveLen,colsixLen,colsevenLen,coleightLen,colnineLen,coltenLen
"['111000', '100', '1110110', '1001', '001101', '0101']",1,6,14,16,4,30,9.265207015207015,46,42,0,56,4,118,9,13,5,0,0,0,0,6,3,7,4,6,4,0,0,0,0
"['00', '000100', '1110100', '110010', '111100', '0110', '000101']",1,7,21,16,4,37,12.338616938616939,66,79,0,0,4,116,50,60,6,5,0,0,0,2,6,7,6,6,4,6,0,0,0
"['00', '11011', '1110000']",1,3,7,7,0,14,1.2301587301587302,13,8,0,0,27,112,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0,0,0
"['0110', '101110', '0011', '001111']",1,4,8,12,4,20,4.216666666666667,14,18,0,6,46,3,15,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,0
"['000', '11', '01010']",1,3,6,4,0,10,1.3214285714285714,8,4,0,0,3,10,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0
"['0000', '1110100', '011100', '100110', '1010', '10010', '11111', '110', '001', '010']",1,10,23,23,9,46,25.38995448995449,125,127,0,0,116,28,38,10,18,31,6,1,2,4,7,6,6,4,5,5,3,3,3
"['100001', '100', '1010', '1101', '1110001', '0101', '001111']",1,7,16,18,5,34,13.063908313908314,63,66,0,33,4,10,13,113,5,15,0,0,0,6,3,4,4,7,4,6,0,0,0
"['101000', '0', '001011']",1,3,8,5,2,13,1.0714285714285714,13,7,0,40,0,11,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,0
"['001', '01', '0001100']",1,3,8,4,0,12,1.8444444444444446,10,9,0,1,1,12,0,0,0,0,0,0,0,3,2,7,0,0,0,0,0,0,0
"['1', '011101', '0010', '0110']",1,4,7,8,2,15,3.2357142857142858,17,13,0,1,29,2,6,0,0,0,0,0,0,1,6,4,4,0,0,0,0,0,0
"['1001101', '0010', '0010000', '00100', '11', '110011', '00001', '101011']",1,8,24,18,6,42,15.747829947829947,91,83,0,77,2,16,4,3,51,1,43,0,0,7,4,7,5,2,6,5,6,0,0
"['101', '00111', '11101', '01000', '11100', '01110']",1,6,12,16,5,28,9.15,39,39,0,5,7,29,8,28,14,0,0,0,0,3,5,5,5,5,5,0,0,0,0
"['00', '0100000', '1011', '00100']",1,4,13,5,0,18,2.8239538239538238,22,20,0,0,32,11,4,0,0,0,0,0,0,2,7,4,5,0,0,0,0,0,0
"['11101', '0', '111000']",1,3,5,7,0,12,1.3463203463203464,11,7,0,29,0,56,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0
"['1111100', '0', '101110', '001']",1,4,7,10,0,17,2.6493894993894993,25,13,0,124,0,46,1,0,0,0,0,0,0,7,1,6,3,0,0,0,0,0,0
"['0011', '1000001', '101', '0011111', '11', '001011', '1010000']",1,7,18,18,3,36,11.695337995337995,75,73,0,3,65,5,31,3,11,80,0,0,0,4,7,3,7,2,6,7,0,0,0
"['100100', '101', '01']",1,3,6,5,0,11,1.9666666666666668,8,8,0,36,5,1,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0
"['101101', '101100', '1110110', '11', '1111000', '1001110']",1,6,13,22,5,35,9.628205128205128,50,47,0,45,44,118,3,120,78,0,0,0,0,6,6,7,2,7,7,0,0,0,0
"['0000111', '1101110', '11']",1,3,6,10,2,16,1.4603174603174602,14,11,0,7,110,3,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,0,0
"['0001', '0011011', '111101', '01', '100010']",1,5,12,13,2,25,5.587334887334888,35,25,0,1,27,61,1,34,0,0,0,0,0,4,7,6,2,6,0,0,0,0,0
"['00', '01000', '01', '111']",1,4,7,5,2,12,2.2928571428571427,16,13,0,0,8,1,7,0,0,0,0,0,0,2,5,2,3,0,0,0,0,0,0
"['01101', '1011111', '000110', '001100', '010010']",1,5,15,15,3,30,6.566433566433567,29,24,0,13,95,6,12,18,0,0,0,0,0,5,7,6,6,6,0,0,0,0,0
"['1', '000010', '00011', '10']",1,4,9,5,0,14,2.7987012987012987,20,13,0,1,2,3,2,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0
"['001101', '11011', '000']",1,3,7,7,0,14,1.643939393939394,10,6,0,13,27,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,0,0,0
"['000111', '11', '1000000', '10']",1,4,10,7,2,17,2.378205128205128,25,17,0,7,3,64,2,0,0,0,0,0,0,6,2,7,2,0,0,0,0,0,0
"['001', '011', '1001010', '10']",1,4,8,7,2,15,3.111111111111111,18,14,0,1,3,74,2,0,0,0,0,0,0,3,3,7,2,0,0,0,0,0,0
"['0011110', '111011', '00000', '1000', '011']",1,5,13,12,0,25,4.711704961704962,38,28,0,30,59,0,8,3,0,0,0,0,0,7,6,5,4,3,0,0,0,0,0
"['1100101', '111', '011', '01', '10100']",1,5,8,12,2,20,5.549206349206349,29,29,0,101,7,3,1,20,0,0,0,0,0,7,3,3,2,5,0,0,0,0,0
"['0000111', '100', '101', '1100110', '110', '0101111', '01000']",1,7,17,18,6,35,11.673809523809524,72,57,0,7,4,5,102,6,47,8,0,0,0,7,3,3,7,3,7,5,0,0,0
"['0101', '1010', '0010']",1,3,7,5,3,12,2.25,5,8,1,5,10,2,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
"['000011', '00101', '111111', '110010']",1,4,10,13,3,23,3.1515151515151514,19,18,0,3,5,63,50,0,0,0,0,0,0,6,5,6,6,0,0,0,0,0,0
"['00001', '101010', '1']",1,3,7,5,0,12,0.9826839826839826,12,6,0,1,42,1,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0
"['01101', '100011', '1001', '1000', '0110111']",1,5,12,14,2,26,5.988306138306139,28,35,0,13,35,9,8,55,0,0,0,0,0,5,6,4,4,7,0,0,0,0,0
"['1', '000001', '001']",1,3,7,3,0,10,1.4523809523809523,10,9,0,1,1,1,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0
"['1110110', '110', '011', '10']",1,4,5,10,2,15,3.511111111111111,18,19,0,118,6,3,2,0,0,0,0,0,0,7,3,3,2,0,0,0,0,0,0
"['101001', '00', '11001']",1,3,7,6,0,13,1.9805194805194803,8,7,0,41,0,25,0,0,0,0,0,0,0,6,2,5,0,0,0,0,0,0,0
"['01011', '1000', '0101111']",1,3,7,9,0,16,1.6414141414141414,10,11,0,11,8,47,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0
"['0011', '000', '100101', '010111', '0110011']",1,5,13,13,2,26,6.461094461094461,28,26,0,3,0,37,23,51,0,0,0,0,0,4,3,6,6,7,0,0,0,0,0
"['0111111', '0001', '111110', '10', '1101', '00010', '011101']",1,7,13,21,4,34,10.801809301809302,69,60,0,63,1,62,2,13,2,29,0,0,0,7,4,6,2,4,5,6,0,0,0
"['1100', '1111', '001111']",1,3,4,10,2,14,1.7000000000000002,8,16,0,12,15,15,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0
"['1001', '11', '0100']",1,3,5,5,2,10,1.75,7,4,0,9,3,4,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0
"['1001', '111110', '0010', '1101111', '101111', '10001', '1111000']",1,7,14,25,6,39,12.342485292485293,69,77,0,9,62,2,111,47,17,120,0,0,0,4,6,4,7,6,5,7,0,0,0
"['101101', '000011', '01']",1,3,7,7,2,14,1.5,12,7,0,45,3,1,0,0,0,0,0,0,0,6,6,2,0,0,0,0,0,0,0
"['11', '0000110', '00111']",1,3,7,7,0,14,1.6825396825396823,11,7,0,3,6,7,0,0,0,0,0,0,0,2,7,5,0,0,0,0,0,0,0
"['00', '1100101', '1101', '0000101', '010']",1,5,13,10,2,23,5.78066378066378,33,28,0,0,101,13,5,2,0,0,0,0,0,2,7,4,7,3,0,0,0,0,0
"['0110', '0111', '1011111']",1,3,4,11,2,15,2.0227272727272725,8,8,0,6,7,95,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0
"['0011', '000', '0010', '1110111', '1101', '1111', '1001', '00111']",1,8,14,21,5,35,16.117027417027415,74,96,0,3,0,2,119,13,15,9,7,0,0,4,3,4,7,4,4,4,5,0,0
"['000100', '101010', '0010', '1001110']",1,4,14,9,2,23,4.024708624708625,15,21,0,4,42,2,78,0,0,0,0,0,0,6,6,4,7,0,0,0,0,0,0
"['101101', '110', '010010']",1,3,7,8,2,15,1.7777777777777777,9,5,0,45,6,18,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0
"['10110', '0011100', '1', '001001', '1001100']",1,5,14,12,2,26,5.406260406260406,37,27,0,22,28,1,9,76,0,0,0,0,0,5,7,1,6,7,0,0,0,0,0
"['011101', '0000101', '011', '11111']",1,4,8,13,0,21,3.4426573426573426,20,18,0,29,5,3,31,0,0,0,0,0,0,6,7,3,5,0,0,0,0,0,0
"['00', '1010', '0110', '11', '1001', '1000', '10100']",1,7,14,11,6,25,12.781746031746032,43,53,0,0,10,6,3,9,8,20,0,0,0,2,4,4,2,4,4,5,0,0,0
"['1101110', '001110', '01', '1011', '00111']",1,5,9,15,0,24,6.521467421467421,28,29,0,110,14,1,11,7,0,0,0,0,0,7,6,2,4,5,0,0,0,0,0
"['1100', '0100000', '001100', '1001001']",1,4,16,8,2,24,3.846953046953047,18,17,0,12,32,12,73,0,0,0,0,0,0,4,7,6,7,0,0,0,0,0,0
"['1101011', '1111110', '110', '0', '001']",1,5,7,14,4,21,4.061904761904762,40,26,0,107,126,6,0,1,0,0,0,0,0,7,7,3,1,3,0,0,0,0,0
"['10010', '00011', '1010110', '1010101', '010000']",1,5,17,13,4,30,6.460639360639361,25,27,0,18,3,86,85,16,0,0,0,0,0,5,5,7,7,6,0,0,0,0,0
"['1001001', '101', '1000101', '11', '011']",1,5,10,12,4,22,6.412698412698413,32,42,0,73,5,69,3,3,0,0,0,0,0,7,3,7,2,3,0,0,0,0,0
"['1', '100100', '001000']",1,3,9,4,2,13,1.4047619047619047,12,6,0,1,36,8,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0
"['000', '11', '101111', '0111', '001110']",1,5,8,13,2,21,5.1079365079365076,30,24,0,0,3,47,7,14,0,0,0,0,0,3,2,6,4,6,0,0,0,0,0
"['00', '0011100', '0111', '1000', '0010011']",1,5,14,10,4,24,5.073953823953824,37,37,0,0,28,7,8,19,0,0,0,0,0,2,7,4,4,7,0,0,0,0,0
"['01100', '10', '1101', '011101', '111010']",1,5,9,14,2,23,6.792640692640693,25,25,0,12,2,13,29,58,0,0,0,0,0,5,2,4,6,6,0,0,0,0,0
"['1100', '101', '101001', '011110', '0']",1,5,9,11,2,20,4.887301587301587,33,19,0,12,5,41,30,0,0,0,0,0,0,4,3,6,6,1,0,0,0,0,0
"['010101', '000110', '11', '01000', '010']",1,5,13,9,2,22,5.708441558441558,30,29,0,21,6,3,8,2,0,0,0,0,0,6,6,2,5,3,0,0,0,0,0
"['0111', '101', '00111']",1,3,4,8,0,12,1.9603174603174602,6,9,0,7,5,7,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0
"['0110010', '0', '010000', '1010000', '111010', '0010001']",1,6,22,12,5,34,8.12912087912088,53,46,0,50,0,16,80,58,17,0,0,0,0,7,1,6,7,6,7,0,0,0,0
"['100', '11110', '1101010', '1110', '00001', '0110100', '1011']",1,7,16,19,6,35,10.93030303030303,63,57,0,4,30,106,14,1,52,11,0,0,0,3,5,7,4,5,7,4,0,0,0
"['100001', '100011', '1100001', '1000', '010']",1,5,16,10,2,26,6.7132312132312135,26,35,0,33,35,97,8,2,0,0,0,0,0,6,6,7,4,3,0,0,0,0,0
"['010', '1010110', '0110000', '0100001', '0111', '01', '1011', '001111']",1,8,20,20,5,40,16.496975246975246,96,75,0,2,86,48,33,7,1,11,15,0,0,3,7,7,7,4,2,4,6,0,0
"['101', '1110', '0001101']",1,3,6,8,0,14,1.7168831168831167,10,8,0,5,14,13,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0
"['011110', '0', '0101110']",1,3,6,8,0,14,1.304945054945055,12,16,0,30,0,46,0,0,0,0,0,0,0,6,1,7,0,0,0,0,0,0,0
"['00', '010101', '1100', '010100', '111101', '011']",1,6,13,14,3,27,8.499206349206348,44,45,0,0,21,12,20,61,3,0,0,0,0,2,6,4,6,6,3,0,0,0,0
"['0110', '01', '10100']",1,3,6,5,0,11,1.9047619047619047,7,7,0,6,1,20,0,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0
"['00110', '01101', '1000011', '11', '1111001', '01']",1,6,12,16,6,28,8.268253968253967,54,39,0,6,13,67,3,121,1,0,0,0,0,5,5,7,2,7,2,0,0,0,0
"['0100000', '1100011', '1111001', '100', '01010', '11110']",1,6,17,17,5,34,8.497619047619047,51,38,0,32,99,121,4,10,30,0,0,0,0,7,7,7,3,5,5,0,0,0,0
"['000001', '001001', '011']",1,3,10,5,2,15,1.6111111111111112,8,9,0,1,9,3,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0
"['101', '1101', '0010001']",1,3,7,7,0,14,2.0025974025974023,9,12,0,5,13,17,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0
"['011001', '1000', '0', '010101']",1,4,10,7,2,17,3.0047619047619047,21,14,0,25,8,0,21,0,0,0,0,0,0,6,4,1,6,0,0,0,0,0,0
"['111000', '101', '000', '1111', '0100']",1,5,10,10,4,20,4.608730158730158,27,27,0,56,5,0,15,4,0,0,0,0,0,6,3,3,4,4,0,0,0,0,0
"['00110', '01001', '0', '1101']",1,4,8,7,2,15,2.7777777777777777,19,11,0,6,9,0,13,0,0,0,0,0,0,5,5,1,4,0,0,0,0,0,0
"['011101', '01000', '0010']",1,3,9,6,0,15,1.812121212121212,8,10,0,29,8,2,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0
"['00', '1011000', '1110101', '1']",1,4,8,9,2,17,1.9603174603174602,27,12,0,0,88,117,1,0,0,0,0,0,0,2,7,7,1,0,0,0,0,0,0
"['10001', '1111', '100']",1,3,5,7,0,12,1.4801587301587302,8,10,0,17,15,4,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0
"['00', '000100', '11001', '101', '111', '0010110']",1,6,14,12,2,26,7.563891663891663,49,35,0,0,4,25,5,7,22,0,0,0,0,2,6,5,3,3,7,0,0,0,0
"['000100', '0001101', '0101101', '10', '001110']",1,5,16,12,4,28,6.3357753357753355,31,34,0,4,13,45,2,14,0,0,0,0,0,6,7,7,2,6,0,0,0,0,0
"['000101', '000', '11', '10']",1,4,8,5,2,13,2.5666666666666664,17,14,0,5,0,3,2,0,0,0,0,0,0,6,3,2,2,0,0,0,0,0,0
"['1', '01000', '10111']",1,3,5,6,2,11,1.0666666666666667,12,4,0,1,8,23,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0
"['1', '0111110', '0000011', '010110']",1,4,10,11,2,21,2.4450549450549453,28,13,0,1,62,3,22,0,0,0,0,0,0,1,7,7,6,0,0,0,0,0,0
"['11001', '110001', '101100', '0', '1001']",1,5,11,11,2,22,5.896681096681097,30,31,0,25,49,44,0,9,0,0,0,0,0,5,6,6,1,4,0,0,0,0,0
"['00001', '01000', '1']",1,3,8,3,2,11,1.2666666666666666,10,6,0,1,8,1,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0
"['1001', '011', '010111', '0011']",1,4,7,10,2,17,4.245238095238095,13,17,0,9,3,23,3,0,0,0,0,0,0,4,3,6,4,0,0,0,0,0,0
"['11', '0', '0111010']",1,3,4,6,0,10,0.6944444444444444,13,4,0,3,0,58,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0
"['1100', '10110', '000010', '1', '100100', '10000']",1,6,17,10,4,27,7.965367965367966,44,42,0,12,22,2,1,36,16,0,0,0,0,4,5,6,1,6,5,0,0,0,0
"['0000', '110100', '110', '010100', '0100', '11010']",1,6,17,11,4,28,9.199062049062048,32,63,0,0,52,6,20,4,26,0,0,0,0,4,6,3,6,4,5,0,0,0,0
"['011110', '0', '1011']",1,3,4,7,0,11,1.2857142857142856,11,4,0,30,0,11,0,0,0,0,0,0,0,6,1,4,0,0,0,0,0,0,0
"['0001110', '111010', '000', '1010000']",1,4,14,9,2,23,3.446642246642247,24,25,0,14,58,0,80,0,0,0,0,0,0,7,6,3,7,0,0,0,0,0,0
"['011', '001', '0100']",1,3,6,4,2,10,1.8095238095238093,5,8,0,3,1,4,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0
"['1011011', '1101111', '10', '01000', '10000']",1,5,12,14,4,26,5.212698412698413,38,25,0,91,111,2,8,16,0,0,0,0,0,7,7,2,5,5,0,0,0,0,0
"['1000010', '1011110', '00000']",1,3,12,7,2,19,1.7380952380952381,10,8,0,66,94,0,0,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0
"['11', '01', '1010']",1,3,3,5,2,8,1.8333333333333333,5,6,0,3,1,10,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0
"['00', '0111111', '1001101', '111', '0110', '01']",1,6,9,16,4,25,7.404473304473305,52,35,0,0,63,77,7,6,1,0,0,0,0,2,7,7,3,4,2,0,0,0,0
"['1', '0111', '01001', '110010']",1,4,7,9,0,16,2.812987012987013,20,14,0,1,7,9,50,0,0,0,0,0,0,1,4,5,6,0,0,0,0,0,0
"['010100', '0', '000110']",1,3,9,4,2,13,1.2380952380952381,12,13,0,20,0,6,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,0
"['100', '0010101', '1110', '1000', '11010']",1,5,12,11,2,23,6.187662337662338,25,27,0,4,21,14,8,26,0,0,0,0,0,3,7,4,4,5,0,0,0,0,0
"['1110', '0', '1000110', '0010010']",1,4,11,8,2,19,2.705194805194805,25,18,0,14,0,70,18,0,0,0,0,0,0,4,1,7,7,0,0,0,0,0,0
"['1', '001101', '0011', '10']",1,4,6,7,0,13,2.9857142857142858,18,15,0,1,13,3,2,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0
"['111100', '0', '10111', '1001100', '0111', '01001']",1,6,12,16,2,28,8.096864246864246,51,40,0,60,0,23,76,7,9,0,0,0,0,6,1,5,7,4,5,0,0,0,0
"['00', '1011100', '1110100', '1100101', '1011110', '00011', '1010010']",1,7,20,22,5,42,12.317460317460316,73,62,0,0,92,116,101,94,3,82,0,0,0,2,7,7,7,7,5,7,0,0,0
"['00', '110100', '111001', '110', '10100']",1,5,11,11,2,22,6.107792207792207,26,30,0,0,52,57,6,20,0,0,0,0,0,2,6,6,3,5,0,0,0,0,0
"['0000', '001', '111']",1,3,6,4,2,10,0.9047619047619047,8,6,0,0,1,7,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0
"['1010110', '10111', '10100']",1,3,7,10,2,17,2.1,6,13,0,86,23,20,0,0,0,0,0,0,0,7,5,5,0,0,0,0,0,0,0
"['0011', '1000011', '1', '010010', '0101']",1,5,12,10,2,22,5.373826173826174,34,23,0,3,67,1,18,5,0,0,0,0,0,4,7,1,6,4,0,0,0,0,0
"['1101011', '001', '011']",1,3,5,8,2,13,1.6666666666666665,9,9,0,107,1,3,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0
"['01011', '001', '1011', '1010101']",1,4,8,11,0,19,3.920923520923521,14,20,0,11,1,11,85,0,0,0,0,0,0,5,3,4,7,0,0,0,0,0,0
"['10001', '1001010', '001000']",1,3,12,6,0,18,2.3298368298368297,7,6,0,17,74,8,0,0,0,0,0,0,0,5,7,6,0,0,0,0,0,0,0
"['0110010', '011100', '101', '001', '010', '101011']",1,6,14,14,5,28,8.664102564102564,47,36,0,50,28,5,1,2,43,0,0,0,0,7,6,3,3,3,6,0,0,0,0
"['11001', '01011', '1010000', '011101', '00100']",1,5,15,13,3,28,5.894871794871795,29,23,0,25,11,80,29,4,0,0,0,0,0,5,5,7,6,5,0,0,0,0,0
"['100', '0001101', '01010', '110011']",1,4,11,10,0,21,3.6441724941724942,20,11,0,4,13,10,51,0,0,0,0,0,0,3,7,5,6,0,0,0,0,0,0
"['1', '0000', '0010', '0110']",1,4,9,4,3,13,2.8,14,15,0,1,0,2,6,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0
"['1010110', '110011', '11001']",1,3,7,11,0,18,2.1783216783216783,7,13,0,86,51,25,0,0,0,0,0,0,0,7,6,5,0,0,0,0,0,0,0
"['1', '0110100', '10110']",1,3,6,7,0,13,1.25,13,4,0,1,52,22,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,0
"['100', '0111', '10']",1,3,4,5,0,9,1.4190476190476191,7,7,0,4,7,2,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0
"['0001', '011', '111', '11010']",1,4,6,9,2,15,3.2182539682539684,14,17,0,1,3,7,26,0,0,0,0,0,0,4,3,3,5,0,0,0,0,0,0
"['00', '00110', '1010', '10010', '1001111', '1000100', '101001']",1,7,20,16,4,36,13.688800088800088,62,63,0,0,6,10,18,79,68,41,0,0,0,2,5,4,5,7,7,6,0,0,0
"['1', '1100', '0010']",1,3,5,4,2,9,1.3,9,5,0,1,12,2,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0
"['1100001', '0111', '0110000', '11001']",1,4,12,11,2,23,3.8924963924963922,19,19,0,97,7,48,25,0,0,0,0,0,0,7,4,7,5,0,0,0,0,0,0
"['011011', '0000000', '0001010']",1,3,14,6,2,20,1.6373626373626373,10,12,0,27,0,10,0,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,0
"['1000001', '1110', '1011', '10100', '101011']",1,5,12,14,2,26,5.5628593628593626,28,41,0,65,14,11,20,43,0,0,0,0,0,7,4,4,5,6,0,0,0,0,0
"['01011', '1100', '01']",1,3,5,6,0,11,1.349206349206349,9,8,0,11,12,1,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0
"['1000', '1011111', '1100', '1101111', '0000110', '0001000', '01', '0010001']",1,8,24,21,7,45,14.34018759018759,111,82,0,8,95,12,111,6,8,1,17,0,0,4,7,4,7,7,7,2,7,0,0
"['0110', '0', '0111001', '0100']",1,4,9,7,2,16,3.254545454545455,19,22,0,6,0,57,4,0,0,0,0,0,0,4,1,7,4,0,0,0,0,0,0
"['00', '111010', '101', '1011']",1,4,6,9,0,15,3.357142857142857,16,13,0,0,58,5,11,0,0,0,0,0,0,2,6,3,4,0,0,0,0,0,0
"['001', '0', '101011']",1,3,5,5,0,10,1.2301587301587302,10,4,0,1,0,43,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0
"['100111', '111', '110', '1110', '010010', '00100']",1,6,12,15,4,27,8.514790764790764,42,44,0,39,7,6,14,18,4,0,0,0,0,6,3,3,4,6,5,0,0,0,0
"['100', '1000011', '101', '10111', '0000001', '011', '10011']",1,7,17,16,7,33,12.764285714285714,63,80,0,4,67,5,23,1,3,19,0,0,0,3,7,3,5,7,3,5,0,0,0
"['011101', '101010', '0100110', '0100']",1,4,12,11,2,23,4.011888111888112,17,20,0,29,42,38,4,0,0,0,0,0,0,6,6,7,4,0,0,0,0,0,0
"['0011111', '0100100', '11011']",1,3,8,11,2,19,1.4285714285714286,12,7,0,31,36,27,0,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0
"['01101', '0110101', '110', '11', '010000', '111101', '0000000']",1,7,19,17,4,36,10.274436674436675,77,62,0,13,53,6,3,16,61,0,0,0,0,5,7,3,2,6,6,7,0,0,0
"['1010', '01010', '0110000']",1,3,10,6,0,16,2.1010101010101008,8,12,0,10,10,48,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,0
"['101', '1111', '0', '011', '10000']",1,5,7,9,2,16,4.115079365079365,29,21,0,5,15,0,3,16,0,0,0,0,0,3,4,1,3,5,0,0,0,0,0
"['011111', '100', '00010', '00001', '1001']",1,5,13,10,2,23,5.33997113997114,30,26,0,31,4,2,1,9,0,0,0,0,0,6,3,5,5,4,0,0,0,0,0
"['1000011', '000', '0010', '111', '0100', '100100', '011', '1011']",1,8,19,15,6,34,15.550111000111,74,78,0,67,0,2,7,4,36,3,11,0,0,7,3,4,3,4,6,3,4,0,0
"['0000000', '100', '10101', '001', '0011101']",1,5,16,9,4,25,4.978571428571429,37,33,0,0,4,21,1,29,0,0,0,0,0,7,3,5,3,7,0,0,0,0,0
"['010001', '110110', '0100110']",1,3,10,9,2,19,2.0384615384615383,8,12,0,17,54,38,0,0,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0
"['0110', '01100', '011110']",1,3,7,8,0,15,2.416161616161616,5,21,0,6,12,30,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0
"['0110', '1100', '001110', '1']",1,4,7,8,2,15,3.2357142857142858,18,13,0,6,12,14,1,0,0,0,0,0,0,4,4,6,1,0,0,0,0,0,0
"['00', '1111', '001']",1,3,4,5,0,9,1.0857142857142859,8,6,0,0,15,1,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0
"['01', '010000', '010']",1,3,8,3,0,11,1.9666666666666668,8,12,0,1,16,2,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0
"['011111', '0001011', '011010', '1000', '0101']",1,5,13,14,4,27,5.716317016317016,31,27,0,31,11,26,8,5,0,0,0,0,0,6,7,6,4,4,0,0,0,0,0
"['1110110', '000', '0011']",1,3,7,7,0,14,1.516883116883117,11,9,0,118,0,3,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0
"['100110', '1110', '010']",1,3,6,7,0,13,1.8158730158730159,7,10,0,38,14,2,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0
"['0110101', '0001', '1011011', '1101110', '01', '0011101']",1,6,14,20,4,34,8.50937950937951,53,40,0,53,1,91,110,1,29,0,0,0,0,7,4,7,7,2,7,0,0,0,0
"['01101', '00001', '100101', '1', '1010011', '1100011', '0011001']",1,7,19,19,5,38,11.481335331335332,72,68,0,13,1,37,1,83,99,25,0,0,0,5,5,6,1,7,7,7,0,0,0
"['11111', '110', '001010']",1,3,5,9,0,14,1.308080808080808,10,7,0,31,6,10,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0
"['10001', '011', '111100']",1,3,6,8,0,14,1.4898989898989898,11,7,0,17,3,60,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0
"['1011', '01000', '001101']",1,3,8,7,0,15,1.5898989898989897,9,5,0,11,8,13,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0
"['011', '11', '1011', '1100110']",1,4,5,11,0,16,4.095526695526695,16,24,0,3,3,11,102,0,0,0,0,0,0,3,2,4,7,0,0,0,0,0,0
"['110', '1010', '10010']",1,3,6,6,0,12,1.9603174603174602,4,11,0,6,10,18,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0
"['1111101', '1100', '110000', '011111']",1,4,8,15,2,23,3.3095571095571095,21,24,0,125,12,48,31,0,0,0,0,0,0,7,4,6,6,0,0,0,0,0,0
"['0110', '101111', '1101001']",1,3,6,11,0,17,1.760839160839161,10,5,0,6,47,105,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0
"['111100', '010', '0100']",1,3,7,6,0,13,1.9015873015873015,8,12,0,60,2,4,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0
"['1100', '01010', '0010']",1,3,8,5,2,13,1.8333333333333333,6,11,0,12,10,2,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0
