label,isCode,wordsLen,ZeroLen,OneLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,kraftMcMilanSatisfied,WordsWithSameSizeLen
"['00110', '0001', '1000011', '1', '0']",0,5,11,7,18,4.027272727272727,36,17,0,0,2
"['111100', '111', '10', '10010', '1110', '0']",0,6,8,13,21,7.637518037518038,41,42,0,1,0
"['0011', '111', '0010', '000', '10', '01111', '0', '0101', '001111']",0,9,15,17,32,18.464646464646464,93,103,0,0,5
"['11000', '0011001', '10', '100101', '01', '0', '11', '10111', '0101', '010']",0,10,18,19,37,24.295543345543344,130,108,0,0,5
"['011111', '111110', '111', '10', '1110001', '0', '11', '0100', '0101', '01']",0,10,13,24,37,22.05024975024975,140,127,0,0,7
"['1', '11', '0110000', '1001', '001101', '11100']",0,6,12,13,25,7.757881007881007,53,36,0,1,0
"['100', '000', '1', '011110', '000011']",0,5,11,8,19,4.238095238095238,35,25,0,1,4
"['0000011', '0', '1101110', '0111100', '1001', '001', '010']",0,7,17,15,32,10.253030303030302,85,50,0,1,5
"['010', '000', '10', '000101', '010100', '11', '111011', '1111000', '001', '01']",0,10,21,19,40,22.936752136752137,142,122,0,0,9
"['111', '1101111', '110', '0110000', '001110', '01', '10100']",0,7,14,19,33,11.14996114996115,72,55,0,1,4
"['111', '0100', '0110100', '011', '0101100']",0,5,12,12,24,5.8926406926406925,30,37,0,1,4
"['1', '1111', '11', '010111', '00000']",0,5,7,11,18,3.482683982683983,36,30,0,1,0
"['10000', '000', '001010', '110000', '000110', '0', '00000', '100000', '01', '01110']",0,10,33,12,45,25.33116883116883,137,201,0,0,7
"['010010', '000', '1', '11101', '1111011', '10101', '0100', '1010101']",0,8,17,21,38,13.968936618936619,93,72,0,1,4
"['1100', '111', '1', '01111', '11011', '1001']",0,6,6,16,22,8.181746031746032,38,58,0,1,4
"['101101', '0001', '1001010', '1110', '11', '10111', '0100', '10100']",0,8,17,20,37,15.276928626928626,74,79,0,1,5
"['0001011', '0001100', '000', '10', '100011', '1100000']",0,6,21,11,32,8.71098901098901,56,56,0,1,3
"['100001', '11001', '0001', '1111', '0', '1010110', '001101']",0,7,16,17,33,10.104528804528805,69,56,0,1,4
"['1011110', '001010', '001001', '0', '111101', '010']",0,6,14,15,29,7.297741147741148,56,38,0,1,3
"['100', '001000', '0', '101111', '11', '001']",0,6,11,10,21,6.343650793650793,49,35,0,0,4
"['00110', '1000011', '0110', '1000111', '0101011', '01']",0,6,16,16,32,9.382395382395382,50,39,0,1,3
"['0001', '1011000', '100110', '1', '0', '010']",0,6,13,9,22,6.201986901986902,52,32,0,0,2
"['100110', '000', '01011', '0', '010']",0,5,11,7,18,5.374098124098124,28,29,0,1,2
"['101', '10', '1101', '000111', '101110', '1000', '011', '11100']",0,8,14,19,33,16.424314574314575,78,79,0,1,6
"['00', '0000', '101', '10110', '1001010', '1', '110111', '0', '01010', '1001']",0,10,20,18,38,21.916466866466866,136,102,0,0,6
"['00', '00110', '1', '110', '010']",0,5,8,6,14,5.271428571428571,21,26,0,0,2
"['00', '000100', '110110', '0011', '0110111', '110', '010011', '0', '001', '1001110']",0,10,23,22,45,24.333411033411032,148,130,0,0,7
"['00', '101100', '0011111', '110', '11', '1000', '0101', '00111']",0,8,15,18,33,14.835131535131534,86,82,0,1,4
"['111000', '1', '1000100', '001001', '0', '11', '00000']",0,7,18,10,28,8.077977577977578,79,51,0,0,4
"['11001', '111', '10', '001000', '0110', '11', '01000', '011', '010']",0,9,17,16,33,20.706926406926407,87,95,0,0,7
"['00', '10010', '0', '11110', '0111', '00101', '011']",0,7,12,13,25,10.713492063492064,57,53,0,0,3
"['00', '0110010', '011100', '11111', '110', '11', '0100', '1100010', '01110']",0,9,19,22,41,19.97141192141192,113,114,0,1,6
"['1010', '0110', '0', '1010011', '0100001', '1001', '01']",0,7,16,13,29,11.538023088023088,69,51,0,1,5
"['1101', '1', '0110', '0', '11110', '01']",0,6,6,11,17,7.302380952380952,37,31,0,0,4
"['00', '101', '10110', '0001111', '1110', '11', '1010101', '00001', '010']",0,9,18,20,38,18.562265512265512,112,94,0,1,8
"['00', '01100', '000', '111', '1101', '001', '11100', '00100']",0,8,17,13,30,15.33968253968254,65,100,0,1,6
"['0011000', '1', '0001111', '1110', '0110001', '01']",0,6,14,14,28,7.119696969696969,63,35,0,1,3
"['1100111', '1', '01', '010011', '1111', '000001', '010']",0,7,13,16,29,9.805588855588855,73,57,0,1,2
"['1111101', '000100', '10', '1', '1010110', '00000', '10111', '00001', '1001', '011']",0,10,23,22,45,21.32120102120102,156,119,0,0,5
"['111111', '011010', '11', '0010110', '0111', '10000']",0,6,12,18,30,7.381518481518482,52,40,0,1,2
"['00', '01101', '101', '1111111', '10', '1', '110', '0', '001110']",0,9,11,19,30,16.51976356976357,113,77,0,0,6
"['00', '100', '011010', '0000110', '11111', '11011', '0', '00011', '11', '001']",0,10,19,20,39,21.157375957375958,142,119,0,0,7
"['0111111', '10', '1', '1111', '11', '010']",0,6,4,15,19,7.262987012987013,44,44,0,0,2
"['10110', '1111', '0', '111']",0,4,3,10,13,2.134920634920635,16,18,0,1,0
"['0001', '101', '000', '111', '1', '0111100', '00001', '00101', '01', '01110']",0,10,20,18,38,22.736652236652237,128,121,0,0,6
"['01101', '0011', '0001', '101001', '11', '0111', '011']",0,7,12,16,28,13.785930735930735,43,65,0,1,3
"['100', '1110110', '100100', '11']",0,4,8,10,18,3.2264957264957266,21,18,0,1,0
"['1111001', '101', '01', '10']",0,4,5,9,14,3.588888888888889,18,18,0,1,2
"['1', '0101', '001', '10']",0,4,5,5,10,3.204761904761905,11,13,0,1,0
"['00', '011111', '101', '111', '0001111', '0', '10011']",0,7,10,17,27,9.71071706071706,68,56,0,0,2
"['110110', '0010011', '100', '0010', '10', '11', '000011', '001', '01']",0,9,19,16,35,19.73319458319458,106,100,0,0,7
"['00', '010110', '0001', '111', '10', '1', '01010', '110011', '0000001', '00111']",0,10,22,19,41,21.084959484959484,147,113,0,0,6
"['100', '101', '1', '1111', '0', '11', '0100001', '1000', '011']",0,9,13,15,28,16.76154401154401,97,91,0,0,7
"['1001001', '10', '11111', '1', '00000', '0100', '0001000', '011']",0,8,20,14,34,12.250577200577201,101,66,0,0,4
"['00', '11000', '1', '01000', '01']",0,5,10,5,15,4.633333333333333,26,26,0,0,4
"['0001', '100011', '000111', '0010101', '110', '001', '100010']",0,7,20,15,35,13.088311688311688,58,63,0,1,5
"['00', '011010', '1', '0100001', '010']",0,5,12,7,19,4.508363858363858,35,26,0,1,0
"['1000011', '0101101', '011010', '0010', '101100', '1', '0', '1001', '010']",0,9,21,18,39,17.28065823065823,125,82,0,0,8
"['00', '0011', '101', '1100', '1', '011110', '0', '1111001', '0000000', '10011']",0,10,21,19,40,20.24936174936175,164,105,0,0,6
"['10', '1', '101001', '0', '11', '0100', '01000']",0,7,12,9,21,9.81139971139971,56,41,0,0,4
"['101', '101010', '0010', '111001', '110', '1110', '0', '011101', '010']",0,9,16,20,36,21.012698412698413,95,94,0,0,8
"['11000', '01110', '101010', '000', '10', '1', '110', '0011001', '101011']",0,9,19,19,38,19.086469086469087,111,92,0,0,6
"['001010', '0010', '10', '1', '0000101', '0', '0111001', '11', '011101', '01']",0,10,20,18,38,21.78957708957709,152,108,0,0,9
"['1', '101', '1101', '0100']",0,4,5,7,12,3.2285714285714286,13,14,0,1,2
"['00', '110110', '011111', '111', '0']",0,5,6,12,18,3.821428571428571,35,25,0,1,2
"['111000', '1010', '1', '110', '0', '10000']",0,6,11,9,20,6.77012987012987,43,33,0,0,2
"['00', '111111', '011100', '011011', '111', '000', '1', '0110', '01010', '0000100']",0,10,21,22,43,20.888056388056388,152,134,0,0,5
"['111000', '10', '01011', '1', '1111', '0']",0,6,7,12,19,5.784271284271284,47,35,0,0,2
"['1101', '10010', '101001', '01111', '1', '11', '01']",0,7,9,16,25,11.410822510822511,59,64,0,0,4
"['00', '0110101', '1011100', '100', '10', '0', '000001']",0,7,17,11,28,10.220940170940171,76,58,0,0,4
"['00', '0001001', '11', '0', '010111', '10001', '000001', '001', '01']",0,9,21,13,34,17.568503718503717,110,98,0,0,5
"['1010', '111', '01001', '1', '0', '0100', '1001', '1000', '001']",0,9,16,13,29,18.8468253968254,83,85,0,0,8
"['100', '1', '000101', '0', '01010', '00111']",0,6,12,9,21,6.6537518037518035,48,31,0,0,4
"['1010001', '0010010', '11001', '111', '111001', '100101', '11', '0101010', '011']",0,9,21,25,46,22.867438117438116,111,116,0,1,7
"['111001', '1110110', '0', '0001010', '1000010', '1000', '011', '01', '10011']",0,9,22,20,42,19.06938616938617,128,92,0,0,3
"['0000', '000', '10', '1', '01111', '0', '11', '0011001']",0,8,14,11,25,10.369336219336219,87,66,0,0,4
"['100', '0000', '000']",0,3,9,1,10,2.095238095238095,4,20,0,1,2
"['00', '100', '10', '1', '01111', '111011', '010']",0,7,9,13,22,10.158152958152957,57,46,0,0,4
"['000100', '1011111', '000010', '00111', '1', '11', '100100', '0110110', '10011']",0,9,22,23,45,18.15076035076035,129,95,0,1,7
"['0011', '0010', '1', '0000101', '11', '10111', '111010', '1000', '1001110']",0,9,19,21,40,19.143878343878345,119,98,0,1,5
"['000', '110', '11101', '11', '0010111', '01']",0,6,9,13,22,6.965079365079365,46,41,0,1,4
"['0101001', '10', '1100110', '1', '00010', '01', '110', '111101', '111010', '0010111']",0,10,20,26,46,23.191325341325342,164,119,0,0,7
"['011111', '0', '01010', '10']",0,4,6,8,14,2.6525974025974026,21,16,0,1,0
"['0101000', '1011010', '1101', '10', '0100011', '010011', '01000', '011', '01']",0,9,23,20,43,20.90954600954601,116,112,0,1,5
"['111100', '1', '0001010', '0111', '001', '01', '10100', '00111']",0,8,16,17,33,14.885275835275834,90,75,0,0,2
"['00', '0000', '01100', '101', '111100', '000', '0', '001', '1010010']",0,9,22,12,34,19.031762681762682,103,124,0,0,3
"['0011', '110001', '1111111', '11', '10101', '10001', '101011']",0,7,12,23,35,12.359562659562659,61,104,0,1,4
"['00', '01101', '000011', '0110', '1111', '0', '1100001', '111010', '010', '11010']",0,10,21,22,43,24.53923298923299,140,124,0,0,6
"['00', '010100', '0', '11', '1011']",0,5,8,7,15,3.952380952380952,29,20,0,0,2
"['000', '1', '000101', '11', '10111', '010000', '0', '1100000', '01']",0,9,20,13,33,14.746087246087246,126,92,0,0,6
"['1110101', '101', '00001', '10', '1101', '1', '0101011', '000011']",0,8,16,19,35,14.062709512709512,95,89,0,1,2
"['1001001', '100', '10010', '0011110', '110101', '1001']",0,6,16,16,32,10.264896214896215,44,53,0,1,2
"['0011', '11001', '101', '1', '110', '0', '1101110', '11', '001', '11010']",0,10,13,21,34,24.027200577200578,122,131,0,0,7
"['1101', '1', '11111', '11011', '0']",0,5,3,13,16,4.155555555555556,28,34,0,0,4
"['00', '1', '011000', '010111', '0', '11', '10101', '100000', '1011', '1010100']",0,10,21,19,40,20.20986235986236,156,111,0,0,7
"['00', '100', '000', '1101', '1110110', '0', '0110000', '1011', '10100', '00111']",0,10,22,19,41,24.029581529581527,141,128,0,0,8
"['010110', '0011', '0000101', '001001', '0', '110101', '01', '10100', '00111']",0,9,23,19,42,20.603535353535353,112,96,0,1,5
"['100', '11010', '1001010', '01', '10001', '00101', '010', '10011']",0,8,19,16,35,18.18015873015873,70,80,0,1,6
"['111111', '0011', '011', '11111', '1', '0', '00000', '111010', '001']",0,9,13,21,34,14.115873015873015,122,110,0,0,8
"['11', '111111']",0,2,0,8,8,0.5,4,8,0,1,0
"['1', '011110', '01001', '0']",0,4,6,7,13,1.7835497835497836,22,11,0,0,2
"['0001', '1100', '111', '10', '1', '0', '0111', '1001', '001', '11100']",0,10,14,17,31,22.964285714285715,109,119,0,0,8
"['0000111', '101', '000110', '1', '0', '100000', '01']",0,7,16,10,26,9.31080586080586,76,47,0,0,4
"['101', '000', '10', '01011', '1', '0', '00011', '11', '100100', '010']",0,10,17,14,31,22.412337662337663,114,103,0,0,9
"['1011100', '1100101', '000', '10', '1011001', '11', '00000', '1100100', '01', '10000']",0,10,27,20,47,22.266666666666666,158,136,0,1,9
"['00', '1010', '0110', '0', '001011', '00000']",0,6,15,7,22,7.624819624819625,44,51,0,1,2
"['00', '000', '110', '1110', '0111101', '0101011', '0101110', '11110', '0101', '01']",0,10,19,25,44,24.247619047619047,138,142,0,1,9
"['01101', '0001', '100110', '000', '1011001', '00000', '101111']",0,7,20,16,36,12.034182484182484,61,63,0,1,4
"['0111000', '0011000', '1100', '111001', '0110', '0', '1000', '01']",0,8,20,15,35,15.97999777999778,87,82,0,1,5
"['0000111', '0001', '1100', '111', '10', '1110', '101110', '0', '01']",0,9,15,18,33,17.56841491841492,112,95,0,0,5
"['00', '0000', '111', '0100101', '1001', '010']",0,6,14,9,23,7.598124098124098,42,33,0,1,4
"['101', '10', '1110', '1100001', '11100', '11010']",0,6,11,15,26,9.70974025974026,39,46,0,1,2
"['00', '10', '0010101', '1', '0', '01010', '0100', '001101', '001', '010']",0,10,21,13,34,24.781590631590632,120,131,0,0,6
"['10110', '101100', '1', '0', '1001']",0,5,8,9,17,4.213852813852814,31,24,0,0,2
"['1', '0', '001011', '110011', '011']",0,5,7,10,17,4.142857142857142,34,26,0,0,4
"['00', '1011010', '0100110', '1001111', '00100', '01011', '11', '0010001']",0,8,22,20,42,15.655555555555555,101,72,0,1,8
"['1100100', '01101', '111111', '0000110', '1111', '0', '111101', '0111']",0,8,14,26,40,14.338722388722388,100,98,0,1,6
"['100', '1101000', '101100', '000', '0', '10001', '001110', '001']",0,8,21,13,34,15.33926073926074,87,86,0,1,5
"['0111111', '101', '10110', '0010', '10', '1', '11']",0,7,8,16,24,10.755699855699856,62,51,0,0,2
"['00', '0100111', '10', '1101', '1001111', '110', '11101', '0111', '0110110']",0,9,15,26,41,20.56897546897547,114,103,0,1,7
"['110001', '000', '10', '01111', '1110', '11', '0', '001011', '011', '00100']",0,10,18,19,37,21.71204906204906,133,121,0,0,8
"['0101', '100', '110001', '0100111', '10010', '011', '01', '01110']",0,8,17,18,35,16.60903540903541,81,75,0,1,4
"['0000', '111000', '0001011', '100', '1', '110', '11', '00011', '01000', '0000100']",0,10,27,16,43,22.814635364635365,152,160,0,0,6
"['1010', '10', '11', '10111', '0100', '1001']",0,6,9,12,21,9.337301587301587,33,40,0,1,5
"['00', '101100', '0011111', '101110', '0', '01000']",0,6,14,13,27,7.353618603618603,55,48,0,1,2
"['111111', '100', '001001', '00000', '0110000', '0000001', '1100001', '01', '01110']",0,9,29,19,48,17.6519425019425,131,111,0,1,7
"['101', '10010', '11111', '0001111', '1', '011000', '001011', '000111', '001', '01']",0,10,20,24,44,23.918636918636917,149,128,0,0,7
"['011011', '101', '111', '10010', '0110', '11', '101011']",0,7,10,19,29,13.292568542568542,52,69,0,1,4
"['101', '0101', '0']",0,3,4,4,8,1.7571428571428571,6,6,0,1,0
"['0000', '011100', '0110', '1111', '1110', '0', '010', '01110']",0,8,15,16,31,15.16940836940837,68,101,0,1,4
"['0001011', '111', '0011011', '1', '000010', '01']",0,6,13,13,26,7.205250305250305,55,39,0,1,2
"['1011010', '0001', '111', '0010', '10', '0000010', '1000']",0,7,19,12,31,11.252308802308802,67,62,0,1,5
"['11000', '101101', '101100', '10', '0', '00101', '100100', '1011']",0,8,18,17,35,15.429292929292929,81,81,0,1,5
"['00', '0010100', '0010000', '1', '1111', '1110', '0100', '011']",0,8,18,14,32,12.287590187590187,94,84,0,0,5
"['1100', '0011111', '1110', '1111', '00000', '1001', '010', '00111']",0,8,16,20,36,14.454040404040404,86,90,0,1,6
"['00', '1100', '000', '0', '0101110', '10001', '01001', '1100000', '010']",0,9,24,13,37,20.042568542568542,110,109,0,0,6
"['00', '1011010', '111', '1110010', '001000', '1010', '1', '0011111', '0']",0,9,18,20,38,15.242235542235543,138,96,0,0,5
"['0000', '110110', '101', '111110', '10', '000111', '1', '0', '0101', '1010100']",0,10,19,21,40,19.816000666000665,152,107,0,0,7
"['101', '10', '1', '011000', '100010']",0,5,10,8,18,5.315873015873016,32,22,0,1,2
"['101', '1000011', '0', '01010', '0000010', '001', '01', '10100']",0,8,21,12,33,15.346031746031747,88,65,0,0,6
"['1100', '000', '000000', '1101', '1', '1111', '0100']",0,7,15,11,26,8.195238095238095,62,60,0,1,4
"['00', '0001101', '111', '0100011', '1', '001001', '11', '0101010']",0,8,18,17,35,13.021184371184372,104,68,0,0,5
"['0100000', '0011', '011100', '100', '1101', '11', '0', '01', '100010']",0,9,20,15,35,18.00950715950716,116,86,0,0,6
"['000100', '010', '10110', '1101110', '01010', '1011101', '01']",0,7,17,18,35,13.551359751359751,63,58,0,1,4
"['1100', '111110', '0', '00000', '011', '01']",0,6,11,10,21,6.346897546897547,50,38,0,1,0
"['00', '11000', '100', '0001', '10', '0110', '1', '110', '00011', '01']",0,10,18,13,31,24.865079365079364,105,117,0,0,9
"['011111', '001', '1', '1001000', '0', '0000011', '0101100']",0,7,18,14,32,7.775213675213675,91,49,0,0,5
"['001000', '11111', '0', '1001', '10011']",0,5,10,11,21,4.0796536796536795,35,21,0,1,2
"['11', '01', '0011', '111101']",0,4,4,10,14,3.2333333333333334,17,20,0,1,2
"['1', '001', '0', '1001010']",0,4,7,5,12,2.1,21,10,0,0,2
"['0000', '1010', '0010', '000', '0110', '0100100', '1011']",0,7,20,10,30,13.015584415584415,46,76,0,1,5
"['101101', '0011000', '1100111', '1', '110', '10101']",0,6,12,17,29,8.017515817515818,55,41,0,1,2
"['0011', '1100', '101', '1', '110111', '00000', '11010']",0,7,13,15,28,9.959884559884559,65,60,0,1,4
"['00110', '010110', '0001101', '10', '01111', '0', '0010110', '01', '0010001']",0,9,23,19,42,19.707475857475856,123,114,0,0,7
"['0101101', '0010000', '010011', '0', '000001', '01', '1011']",0,7,20,13,33,10.53034743034743,76,53,0,1,4
"['100001', '110110', '0111000', '1010', '10', '0010101', '011110', '0', '0110011']",0,9,23,23,46,18.674775224775225,135,92,0,1,6
"['00', '0101', '1100', '000', '10010', '10', '11', '10001', '001', '0000100']",0,10,24,13,37,25.66075036075036,113,125,0,0,9
"['1001001', '001', '01000', '1110000', '1001', '100000', '011', '00111']",0,8,24,16,40,16.71162171162171,89,88,0,1,6
"['00', '1101000', '1100', '101110', '0', '1011']",0,6,12,12,24,7.581091131091131,50,40,0,1,2
"['101', '1', '00000', '10111', '01000', '10011']",0,6,13,11,24,6.75,46,37,0,1,4
"['00110', '010110', '0010100', '1', '01111', '11011', '111101']",0,7,14,21,35,11.367349317349317,66,50,0,1,5
"['1100', '1', '0', '1000', '1011']",0,5,7,7,14,4.15,25,21,0,0,5
"['111111', '1010', '101100', '001010', '01001', '11', '10111', '1000', '011', '001111']",0,10,19,28,47,25.63282828282828,130,137,0,1,8
"['00', '1100', '10110', '1010', '110', '0', '01010', '0110001']",0,8,17,14,31,16.749711399711398,74,78,0,0,4
"['101', '01101', '11', '111']",0,4,3,10,13,4.338095238095238,10,24,0,1,2
"['111111', '110100', '0110', '1110', '010111', '11', '10101', '0111', '010']",0,9,13,27,40,21.704761904761906,94,116,0,1,6
"['0110010', '11001', '0001', '1', '000111', '0', '1010000', '1100011', '01001', '010']",0,10,26,20,46,23.987928737928737,156,111,0,0,7
"['11000', '00', '101', '1', '10101', '0101']",0,6,10,10,20,7.816666666666666,38,41,0,1,2
"['0000', '100110', '1', '0101100', '01000', '01']",0,6,16,9,25,7.345060495060495,50,41,0,1,0
"['0000111', '111111', '0001', '011010', '11010', '10', '1101', '011', '100010']",0,9,19,24,43,19.273765123765124,115,105,0,1,5
"['011111', '110', '0', '1000110', '11', '0101110', '011', '010']",0,8,13,19,32,14.421367521367522,91,82,0,0,5
"['10', '1100111', '1', '1000111', '0', '100100']",0,6,11,13,24,6.381562881562881,58,39,0,0,4
"['00110', '00', '1', '0', '001', '01', '00100']",0,7,13,6,19,11.019047619047619,46,63,0,0,6
"['110101', '1000101', '0', '11', '111011', '11110', '01']",0,7,10,19,29,9.89146964146964,72,65,0,0,4
"['00', '100001', '1010', '110', '0', '0111', '010', '0110011', '10100']",0,9,19,16,35,19.562137862137863,103,90,0,0,4
"['01101', '100', '0', '00011', '1111000', '0101']",0,6,13,12,25,7.507287157287157,52,38,0,1,2
"['100', '01100', '0001011', '011010', '1010', '10', '1101', '110', '0', '0110110']",0,10,21,21,42,27.56046731046731,128,128,0,0,6
"['0010', '11011', '11', '0', '010', '11010']",0,6,9,11,20,7.461111111111111,38,42,0,1,2
"['100', '10000', '1000100', '0', '0100', '11010']",0,6,17,8,25,8.934415584415584,42,49,0,1,2
"['0011', '111', '00010', '0110', '1', '101111', '0101011', '011']",0,8,13,20,33,15.31127206127206,80,77,0,1,4
"['1', '1011011', '10']",0,3,3,7,10,1.3611111111111112,12,9,0,1,0
"['0100000', '101', '10', '1', '0', '0100', '011', '010']",0,8,15,9,24,14.871717171717172,71,67,0,0,5
"['00', '0111111', '1100', '111', '000', '0110', '110', '0', '01']",0,9,13,16,29,17.14242424242424,96,102,0,0,7
"['111', '110', '1110', '0', '0100010']",0,5,8,10,18,4.694588744588745,30,29,0,1,2
"['0000', '0111000', '10010', '1101', '1', '11110']",0,6,13,13,26,6.613131313131313,50,32,0,1,4
"['100', '110001', '000', '110', '11011', '11', '1101110', '010', '100010']",0,9,18,20,38,20.341591741591742,101,107,0,1,6
"['0001', '0011011', '10', '001000', '1101', '0111101', '11', '0', '1001', '00100']",0,10,22,20,42,22.721439671439672,145,118,0,0,7
"['111100', '1', '110', '11', '001100', '0', '000001', '1100000', '01', '10011']",0,10,21,18,39,20.364213564213564,159,116,0,0,7
"['00', '1100', '00010', '1101100', '1', '0010101', '0000010', '01']",0,8,22,13,35,12.802236652236651,105,86,0,0,5
"['1101111', '01011', '0', '001', '010']",0,5,8,11,19,4.966666666666667,33,22,0,1,2
"['00', '1101', '11111', '11', '010010']",0,5,7,12,19,4.201731601731602,32,24,0,1,2
"['0000', '010', '10', '01001', '1001', '001110', '01', '010001', '00111']",0,9,22,15,37,21.379725829725828,97,104,0,1,8
"['00', '110110', '111110', '0', '11']",0,5,6,11,17,3.488095238095238,33,25,0,0,4
"['101', '1111100', '1010', '1101', '1', '110101', '011']",0,7,9,19,28,11.826928626928627,62,70,0,1,4
"['00', '00111', '10', '0100111', '11', '10111', '0', '011', '10011']",0,9,13,19,32,19.33809523809524,97,102,0,0,6
"['0000', '010101', '110000', '11111', '1000111', '11', '1000', '00100']",0,8,21,18,39,14.348013098013098,90,90,0,1,6
"['011100', '01100', '111001', '0010', '1', '110', '11', '0', '01', '11010']",0,10,16,19,35,23.924242424242422,125,108,0,0,8
"['0111110', '111111', '111', '1111111', '11']",0,5,2,23,25,6.462148962148962,31,72,0,1,2
"['100001', '010101', '1000001', '111', '000110', '1', '0', '001', '0010011']",0,9,23,17,40,16.452380952380953,132,91,0,0,9
"['1', '10101', '00101', '011', '01']",0,5,7,9,16,6.076190476190476,23,28,0,1,2
"['00', '1', '1110', '010111', '011']",0,5,6,10,16,4.257142857142857,29,23,0,1,0
"['011111', '100', '0010000', '010111', '0', '010000', '1001', '01']",0,8,20,15,35,13.613159063159063,97,77,0,1,3
"['00', '110010', '10', '001011', '111011', '01']",0,6,11,13,24,7.75,49,38,0,1,6
"['10', '1', '110', '010011', '11', '01010', '1111', '1001', '00101', '11100']",0,10,15,22,37,24.951587301587303,120,123,0,0,7
"['00', '00110', '0001', '0010', '1101101', '1111', '0', '00001', '10011']",0,9,20,17,37,18.317316017316017,106,93,0,0,6
"['000', '101100', '111001', '10', '100101', '0110', '0']",0,7,15,13,28,10.917460317460318,64,45,0,1,3
"['100001', '011010', '1', '0101111', '11011', '0100', '00001']",0,7,17,17,34,10.044816294816295,71,49,0,1,4
"['0001', '1101111', '0', '111011', '111101', '1000']",0,6,10,18,28,6.916650016650017,56,45,0,1,4
"['011011', '101', '1101', '0', '010001']",0,5,9,11,20,5.728571428571429,29,24,0,1,2
"['111111', '000', '0011011', '101100', '0000110', '11011', '010010', '001']",0,8,21,22,43,15.18052503052503,95,81,0,1,7
"['01100', '10', '0110', '11', '1001', '10000']",0,6,12,10,22,8.933333333333334,37,35,0,1,6
"['111', '10010', '1', '1101010', '110', '11', '0100', '01', '10100']",0,9,14,18,32,19.83124098124098,94,95,0,0,6
"['0111', '0', '010', '00111']",0,4,6,7,13,3.1936507936507934,15,18,0,1,0
"['01110', '110010', '1100', '101100', '000000', '00100', '1111', '11', '0101010', '0000100']",0,10,30,22,52,24.553823953823954,140,150,0,1,9
"['10', '0110', '1', '1111', '010000', '1000', '010']",0,7,13,11,24,10.85,56,48,0,0,3
"['011010', '0', '000', '10']",0,4,8,4,12,3.019047619047619,17,19,0,1,0
"['0000', '0', '010', '10']",0,4,8,2,10,3.2714285714285714,12,19,0,1,0
"['00', '01110', '1101', '1110', '0', '0000010', '01', '00100']",0,8,18,12,30,14.07965367965368,87,82,0,0,6
"['0001', '1010', '11100', '1', '011110', '11', '00011', '0', '010']",0,9,15,16,31,16.726695526695526,105,83,0,0,6
"['0000', '101', '10', '01111', '1011001', '11', '001100', '01010', '0101100']",0,9,21,20,41,19.896275946275946,111,90,0,1,6
"['00', '0001', '11011', '0', '00001', '001']",0,6,13,7,20,8.397619047619047,37,45,0,1,2
"['00110', '0000', '100', '101', '11111', '1']",0,6,10,11,21,6.007142857142857,45,32,0,1,4
"['101', '1101', '1', '0', '01']",0,5,4,7,11,5.457142857142857,17,24,0,0,2
"['1', '0000', '0']",0,3,5,1,6,0.4,8,4,0,0,2
"['011100', '01100', '000', '0', '011', '010']",0,6,13,8,21,8.472582972582972,35,66,0,1,3
"['101101', '110', '1']",0,3,3,7,10,1.4523809523809523,10,8,0,1,0
"['1010', '10', '0010101', '1', '01111', '0', '100100', '0101', '01', '1011']",0,10,17,19,36,24.05992340992341,131,106,0,0,7
"['1011010', '0001110', '01100', '0001101', '10', '1010101', '0110110']",0,7,21,21,42,13.174603174603174,70,64,0,1,5
"['111100', '000', '1010', '000111', '0', '01']",0,6,12,10,22,7.137301587301587,50,41,0,1,2
"['0001110', '0001', '101', '1111111', '1101', '11', '0', '00011', '1100000', '10100']",0,10,21,24,45,21.342496392496393,165,134,0,0,7
"['011111', '1', '1111', '10101', '00001']",0,5,7,14,21,4.350360750360751,33,33,0,1,2
"['100', '101', '0010', '00010', '1', '0001111', '11', '00001', '1011', '10000']",0,10,22,17,39,23.886147186147184,130,128,0,0,7
"['100', '1001', '0']",0,3,5,3,8,1.7571428571428571,6,6,0,1,0
"['110110', '0001', '01100', '1', '1110', '11', '01000', '01']",0,8,14,15,29,14.130663780663781,80,67,0,0,6
"['1', '110001', '0']",0,3,4,4,8,0.5714285714285714,11,4,0,0,2
"['0010', '1', '0', '11', '1001', '1011', '10000']",0,7,11,10,21,9.463492063492064,53,47,0,0,5
"['11000', '010110', '0001100', '101100', '111', '000', '0110', '01111', '010100', '0']",0,10,25,21,46,24.426884226884226,135,156,0,1,7
"['1011010', '1', '1110', '0', '1000110', '0111', '10000']",0,7,14,15,29,9.624891774891775,75,51,0,0,6
"['1', '011', '111101', '010010']",0,4,6,10,16,2.6825396825396823,23,12,0,1,2
"['101', '001', '00010', '1', '01111', '0', '001100', '11', '0101']",0,9,15,15,30,17.657647907647906,96,79,0,0,6
"['0001011', '1100', '110000', '10', '01', '11', '011', '0100010']",0,8,18,15,33,15.107198357198357,95,79,0,1,5
"['0010010', '1001101', '10', '100000', '1', '00000', '1001', '000010', '1010010']",0,9,30,15,45,20.116788766788765,118,116,0,1,5
"['00', '1010001', '0010000', '1000100', '01', '1111', '0', '11', '0101', '010']",0,10,23,16,39,21.074098124098125,152,104,0,0,8
