label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart
"['010', '011', '1101000', '1001', '1010', '000', '0100']",0,7,17,11,6,28,13.230952380952381,49,57
"['0', '1', '1100001', '11111', '11100']",0,5,7,12,4,19,3.2666666666666666,39,27
"['0', '01', '0101000', '001101', '00', '1101']",0,6,13,9,2,22,7.618775668775669,49,41
"['01', '1101111', '11', '1000', '00', '1110']",0,6,8,13,5,21,6.186868686868687,47,39
"['0', '01', '0100110', '1', '101101', '11', '0101', '0100']",0,8,13,14,6,27,13.567427017427017,83,64
"['01', '11010', '001111', '100', '110100', '00', '1100']",0,7,14,14,4,28,12.437878787878788,59,70
"['00', '10', '000', '0011011', '111101']",0,5,10,10,2,20,4.776495726495726,35,27
"['0', '00001', '0011001', '0001', '1110011', '1000010', '110', '01011']",0,8,22,17,5,39,14.027705627705627,96,72
"['0', '01', '000011', '101101', '011100', '0011', '110001', '1010', '1101', '1001111']",0,10,21,25,7,46,25.154201354201355,149,117
"['0010001', '010', '1', '0110111', '101', '10', '000', '0111', '01011', '01110']",0,10,19,21,7,40,24.310028860028858,132,113
"['0', '11000', '1010', '000']",0,4,9,4,0,13,3.2214285714285715,15,18
"['0111001', '1', '000011', '00000', '000']",0,5,15,7,0,22,3.8745254745254747,38,36
"['01', '0110', '10', '1001101']",0,4,7,8,2,15,3.4494949494949494,19,14
"['0', '001', '1', '00', '1000']",0,5,8,3,2,11,4.504761904761905,19,23
"['0', '000110', '1', '10', '1010010']",0,5,10,7,2,17,4.118437118437118,37,22
"['0', '11010', '1', '001000', '000101', '1111000', '1111', '1100111', '11100']",0,9,19,23,8,42,16.107525807525807,138,112
"['0', '1', '0011', '1010100', '111110', '10', '011001', '0101']",0,8,14,17,6,31,12.638467088467088,97,60
"['110000', '11010', '01', '1', '10001', '1101011', '10010', '100111', '01001', '110']",0,10,21,24,6,45,25.735192585192586,136,140
"['0', '1', '0000000', '10011', '10', '000000', '0001011']",0,7,21,8,4,29,7.997335997335997,85,69
"['001', '1', '111', '1011110', '110001', '10', '000', '1110']",0,8,12,17,3,29,13.03087468087468,86,73
"['0', '1', '1111110', '0010101', '000', '0000']",0,6,13,10,4,23,4.751948051948052,62,42
"['0010', '010', '1', '11', '10111', '1111', '1010', '10', '0111', '0100100']",0,10,15,21,6,36,24.35165945165945,117,121
"['0', '010', '011', '0001', '0101011', '0000', '111000']",0,7,17,11,4,28,10.411899211899211,66,66
"['1', '111', '011010', '11', '10', '1011011', '110', '0100']",0,8,10,18,4,28,15.429764679764679,77,72
"['0', '001', '1', '111', '000000', '001100', '110', '0100']",0,8,17,10,7,27,11.23015873015873,86,71
"['0', '0100111', '1', '100100', '1100100', '01000', '110', '1110']",0,8,18,16,4,34,12.945532245532245,98,74
"['0', '001', '11', '1001', '01010', '111001']",0,6,10,11,0,21,7.511255411255411,42,35
"['0', '1', '1001', '1100', '0001100', '00', '110']",0,7,13,9,4,22,9.995743145743145,59,50
"['01', '01101', '001', '000101', '111111', '10', '1011', '110', '01100']",0,9,15,21,8,36,19.23968253968254,103,92
"['0', '11000', '101010', '000011']",0,4,11,7,2,18,2.6774891774891776,23,15
"['11', '1101101', '100', '0001100', '10011']",0,5,11,13,2,24,5.715079365079365,34,30
"['0', '000110', '00011', '00001', '0011', '000']",0,6,17,7,2,24,9.382395382395382,36,64
"['0', '1', '111111', '0101', '1110']",0,5,4,12,4,16,3.3857142857142857,34,22
"['01', '11011', '1', '00001', '101011', '0110', '1111010', '000', '1010010', '101001']",0,10,22,24,6,46,23.735775335775337,145,119
"['01', '111', '0011000', '101', '1101010', '100', '100101', '110101', '11100', '0100']",0,10,22,24,7,46,27.42019092019092,130,130
"['00110', '00', '1100', '000']",0,4,10,4,0,14,4.026190476190476,13,31
"['01', '1', '10111', '01001', '0110010', '1100']",0,6,11,13,2,24,7.842352092352092,49,33
"['1111100', '0', '01', '1', '011', '11', '101', '1111010', '0111', '1101']",0,10,10,24,10,34,23.566810966810966,130,126
"['1', '011', '0000101', '1100101', '000', '01011', '01000']",0,7,18,13,6,31,10.714285714285714,69,60
"['0', '101', '100', '1110011', '10110', '1000111', '0000', '1110110', '1110']",0,9,18,23,7,41,19.815584415584414,118,104
"['0', '101100', '110010', '010', '0010111', '0011', '1010']",0,7,16,15,4,31,11.731274281274281,67,59
"['101100', '01', '1', '00111', '101', '1010100', '10000', '01011', '101001']",0,9,20,20,5,40,19.606449106449105,112,107
"['1', '111', '10', '101101']",0,4,3,9,0,12,3.019047619047619,17,19
"['0', '101', '0011', '00110', '1010001', '0111110']",0,6,13,14,2,27,7.236940836940836,56,34
"['11010', '1000', '11101', '00', '10', '01100']",0,6,12,11,5,23,8.953968253968254,37,36
"['01', '0101', '100']",0,3,5,4,0,9,1.638095238095238,6,8
"['0', '01', '001', '1', '100', '1101110', '0001101', '1011', '0010010']",0,9,18,17,7,35,17.51818181818182,127,81
"['0010', '001', '111100', '1', '11', '101', '010101', '10', '0101']",0,9,14,17,8,31,19.91190476190476,92,93
"['0', '101100', '11001', '01101', '1', '00101', '010', '001110', '0000', '01000']",0,10,24,17,8,41,22.80367965367965,133,118
"['0', '01', '001', '1', '11', '101', '1110011', '1111', '010011', '0111100']",0,10,13,23,8,36,21.85979575979576,143,122
"['01', '111', '11', '1100', '00', '0000010', '11100', '0111100']",0,8,16,16,5,32,13.293290043290042,93,89
"['01', '001', '1', '11', '101', '10101', '1100100', '00', '1010']",0,9,14,15,5,29,20.192352092352092,86,97
"['1', '111', '1001010', '11', '000101', '00', '10011']",0,7,12,14,2,26,9.741741591741592,66,59
"['1000001', '0001110', '111', '101', '11111', '1101', '110']",0,7,12,20,5,32,12.483766233766234,66,77
"['110', '1', '1000', '0111', '1100']",0,5,7,9,3,16,5.2,24,25
"['010', '1', '101', '0001', '00', '10', '0110010']",0,7,13,9,4,22,11.242352092352093,54,47
"['0', '0001001', '1', '111', '11', '1110011', '100100', '0001101', '100110', '1011']",0,10,20,24,7,44,21.675202575202576,162,132
"['0', '0010', '0100001']",0,3,9,3,0,12,1.1954545454545453,13,8
"['0', '1', '011', '01000']",0,4,6,4,2,10,2.1666666666666665,16,11
"['0010', '010000', '0010111', '111', '010', '00011']",0,6,16,12,2,28,8.232678432678432,45,50
"['0', '1', '101', '10101', '100', '00', '0000', '0101', '01011']",0,9,16,12,8,28,18.545238095238094,84,88
"['0', '1', '11', '00', '01001', '01010', '00010', '0110110']",0,8,16,12,7,28,11.865079365079364,87,68
"['0', '00101', '011011', '0011', '10', '000', '111000']",0,7,15,12,2,27,10.87034632034632,64,60
"['0', '1011010', '11110', '1', '0110100', '00', '00110', '10', '0001010', '0100101']",0,10,24,20,10,44,20.798412698412697,164,124
"['01', '001', '101', '10010', '10', '1101', '011010', '110']",0,8,13,15,5,28,17.9002886002886,59,74
"['0', '10111', '11101', '10']",0,4,4,9,2,13,3.076190476190476,17,13
"['0', '0010', '01', '0100010', '1000', '01010', '1100111', '01011', '101111']",0,9,21,20,6,41,19.53228438228438,116,95
"['010100', '0100110', '11', '1110011', '0000', '0100100', '000', '1100', '0100']",0,9,27,17,6,44,20.071334221334222,107,143
"['0', '01001', '100']",0,3,6,3,0,9,1.5833333333333333,8,6
"['01', '001', '1', '011', '010', '10101', '0000101']",0,7,13,11,3,24,12.632539682539683,53,52
"['11001', '01101', '1', '0011', '10', '010011']",0,6,10,13,2,23,8.2012987012987,43,39
"['1111100', '11', '0011', '0001', '010010', '0010011', '10', '000100']",0,8,21,17,8,38,14.801221001221002,98,84
"['0', '001', '1', '11', '00000', '100', '110001', '10100', '10010', '011010']",0,10,22,15,9,37,21.746825396825397,135,104
"['0', '01', '111100', '00', '11101', '10']",0,6,8,10,3,18,7.524891774891775,41,33
"['0', '11011', '1', '11', '1101100', '10100', '1011', '110']",0,8,10,18,4,28,14.324891774891775,79,90
"['0010001', '010', '1', '111', '11', '01111', '11100', '1110']",0,8,11,19,4,30,15.218398268398268,81,88
"['0', '01', '001', '1', '100', '0101', '0100']",0,7,11,7,6,18,11.454761904761904,39,51
"['111', '011', '11', '101', '1010', '00', '10', '1010011', '1111011']",0,9,11,22,8,33,19.48860028860029,98,123
"['0', '00011', '11', '100010', '10', '101111', '01110']",0,7,12,15,6,27,9.868398268398268,67,49
"['0', '000011', '11', '1100001', '00110', '1000', '100101', '01001', '0011100']",0,9,25,18,6,43,19.538472638472637,128,89
"['011', '11', '0001', '1100', '0011011', '001001', '1011']",0,7,14,16,3,30,12.565190365190364,58,71
"['1011010', '001', '1', '1111001', '1010', '10011', '1110110']",0,7,13,21,3,34,11.514285714285714,74,63
"['01', '001', '00000', '101', '100100', '0110', '1111', '111011']",0,8,16,17,6,33,14.30036075036075,83,68
"['1111', '11']",0,2,0,6,0,6,0.6666666666666666,2,8
"['110000', '01', '111100', '0110100', '00101', '11', '101', '0011', '1111110', '0000']",0,10,22,24,8,46,22.409107559107557,151,133
"['0', '0110101', '01', '010', '1', '00011', '1100001', '1010', '1100110', '1010010']",0,10,23,21,6,44,23.13044733044733,162,109
"['0', '1111101', '00011', '011101', '11100', '10010', '000', '0010010', '110']",0,9,21,21,7,42,18.51152736152736,125,100
"['0', '010', '1', '111', '001101', '10', '0000', '01001', '1110', '1101010']",0,10,18,18,6,36,20.86127206127206,135,105
"['0', '001100', '010', '10']",0,4,8,4,0,12,3.419047619047619,16,19
"['11110', '010', '1', '110010', '111110', '0000111', '0010010', '110']",0,8,17,21,6,38,13.925180375180375,99,95
"['111010', '111', '1100000', '1001', '10', '0111', '1110', '1011111']",0,8,13,24,5,37,15.947147297147296,92,103
"['1', '011', '00000', '101', '0011110', '01110']",0,6,12,12,4,24,6.733333333333333,52,33
"['01', '1010110', '111100', '010001', '00000', '0011', '10', '0000110', '01011']",0,9,25,19,8,44,19.592945942945942,122,102
"['01101', '001', '1', '011011', '010110', '10', '110', '1101010']",0,8,14,19,4,33,15.35101565101565,85,72
"['0', '110010', '1', '111', '110100', '011101', '10100', '100101', '00010', '000111']",0,10,22,23,9,45,22.404112554112555,150,115
"['0010', '1', '011', '111', '101101', '11', '100', '1010', '10', '1011011']",0,10,13,22,7,35,25.3989787989788,115,135
"['0', '011', '11', '0011', '000101', '00', '001010', '100000', '01110']",0,9,21,14,5,35,18.815728715728717,108,101
"['0', '00001', '0011', '100', '00', '010011', '01011', '1110']",0,8,17,13,4,30,15.13001443001443,76,79
"['01', '001', '00101', '0001', '1001', '011101', '01010', '0111', '1011', '110']",0,10,19,21,8,40,27.576767676767677,98,124
"['0', '0001001', '11110', '0101000', '1011001', '0010111', '1100000', '0010011', '010111', '0000010']",0,10,35,26,7,61,24.09032634032634,170,138
"['111', '10111', '010010', '1010', '00', '000000', '0111', '1011', '01110', '0100']",0,10,22,21,8,43,24.31103896103896,122,130
"['110000', '0010', '1', '11', '101', '1001', '00', '0000010', '01110']",0,9,20,14,4,34,17.746264846264847,112,84
"['0010', '11011', '1', '010101', '100101', '0100100', '1011', '11100']",0,8,18,20,6,38,15.433627483627484,83,71
"['1', '100', '10', '0000', '0111101', '1100', '1110']",0,7,12,13,3,25,10.664141414141413,60,49
"['001', '00011', '11000', '00', '10', '0001011', '0000111']",0,7,19,12,6,31,11.829365079365079,71,76
"['0', '1010110', '010', '001', '00100', '0110', '10000', '0000000', '1011']",0,9,26,13,8,39,18.95,115,110
"['11010', '010', '1', '111', '101010', '011101', '1101', '000111', '110']",0,9,14,23,6,37,21.18174603174603,98,106
"['0111011', '001110', '10', '1']",0,4,6,10,0,16,2.916056166056166,24,11
"['0', '010', '00101', '11', '10111', '0101011', '00', '001110', '10', '0010010']",0,10,21,19,7,40,23.532017982017983,140,120
"['11011', '1', '0001101', '1111010', '0000101', '110', '011000']",0,7,17,19,3,36,10.813952713952714,82,55
"['00', '1', '000']",0,3,5,1,0,6,0.8,6,8
"['0', '1', '00101']",0,3,4,3,2,7,0.6666666666666666,9,4
"['0', '001', '010000', '1', '0011001', '100010', '111110', '110', '01100']",0,9,21,17,7,38,16.396997446997446,128,87
"['011', '111010', '11', '101101', '10011', '0001010', '11100', '0100']",0,8,17,21,4,38,16.905155955155955,82,78
"['1', '0001', '100100', '100', '1101110']",0,5,11,10,0,21,4.8528305028305025,36,26
"['11', '1101110', '100011', '10', '1101', '1100']",0,6,9,16,4,25,9.075485625485625,43,56
"['0', '0100111', '1011101', '00', '0100011', '0000', '00010', '1010010', '1101010']",0,9,27,20,5,47,19.053318903318903,132,101
"['11001', '0', '1', '1100001', '111111', '01010', '0000', '1100', '111101', '011000']",0,10,21,24,9,45,20.765634365634366,154,118
"['1001110', '1', '111', '0011000', '11', '1001', '011111', '0000111']",0,8,15,22,3,37,14.6509657009657,105,84
"['101100', '010000', '00', '010111', '101110', '0100']",0,6,17,13,4,30,9.466666666666667,44,56
"['01', '010000', '0010100', '1101', '0001100', '10', '0110010']",0,7,22,13,5,35,11.553346653346653,75,61
"['1', '111', '101101', '00', '0010010']",0,5,9,10,0,19,3.662210012210012,38,18
"['0', '11110', '00011', '10101', '1111000', '111011']",0,6,11,18,3,29,7.384432234432235,55,45
"['01', '0101111', '001', '0000', '1010001', '11100', '1110']",0,7,16,16,4,32,10.138023088023088,72,57
"['11010', '010001', '001', '0101000', '11', '00', '1100101', '001011']",0,8,21,17,6,38,15.552203352203351,92,78
"['11', '1000', '10011', '000', '0000']",0,5,12,6,2,18,4.98015873015873,24,36
"['0', '1', '00101', '1110101', '00', '011010', '1100']",0,7,13,13,2,26,9.522188922188922,69,47
"['010100', '110010', '0111001', '1', '011100', '10000', '100011', '01001']",0,8,23,19,6,42,16.03714618714619,90,74
"['01', '010', '011100', '111110', '001010', '1010001', '1010010']",0,7,19,18,5,37,11.517399267399266,72,60
"['1', '110100', '0100']",0,3,6,5,0,11,1.4857142857142858,10,7
"['0', '01', '101', '1010100', '100', '111011', '00', '01010', '110101']",0,9,17,18,6,35,20.304961704961705,106,83
"['110010', '1', '11', '000', '0010010', '110', '1110']",0,7,13,13,2,26,10.055883005883006,63,60
"['0', '01', '11011', '001111', '00111', '00']",0,6,9,12,4,21,7.84025974025974,44,42
"['0', '11110', '0001110', '111', '1', '00101', '1011110', '01111', '100010', '10']",0,10,17,25,7,42,21.786779886779886,154,118
"['0', '1', '011', '1101000', '11101']",0,5,7,10,2,17,3.7333333333333334,36,21
"['0', '110', '10101', '1010', '00', '1101', '11100', '01110']",0,8,13,16,5,29,16.05952380952381,65,67
"['11001', '0', '001', '11', '101', '000']",0,6,9,8,3,17,7.271428571428571,32,34
"['11001', '01101', '00001', '0011', '110100', '00', '11101', '10', '0101', '1110']",0,10,20,22,9,42,26.084343434343435,114,127
"['1110111', '0', '1', '10001', '00', '001100', '110', '01000']",0,8,16,14,4,30,11.97077367077367,99,60
"['010100', '0', '000110', '00101', '11', '0011110', '1111', '0100']",0,8,18,17,4,35,13.195149295149296,93,79
"['0', '1101001', '101', '1001', '00', '1011', '0101', '01011', '1110']",0,9,15,19,4,34,21.10974025974026,91,94
"['01', '0110', '00', '100101', '10']",0,5,9,7,3,16,5.6,25,22
"['0', '01', '100', '0001100', '110']",0,5,10,6,2,16,5.027777777777778,29,25
"['1000001', '0', '1', '01111', '1111']",0,5,7,11,2,18,3.1525252525252525,39,26
"['0', '0111001', '001', '101000', '00110', '1010001', '0110011']",0,7,20,16,3,36,11.5000222000222,77,57
"['0', '010001', '1', '0110011', '0111100', '0000', '11100', '01110', '111001']",0,9,21,21,8,42,17.323654123654123,127,96
"['1', '0000100', '100', '1001000', '00', '1000', '10', '011110', '000', '110']",0,10,25,13,7,38,23.327672327672328,137,151
"['0', '1', '00', '111110', '10', '0111', '0000111', '110']",0,8,11,15,4,26,12.081668331668332,89,70
"['001', '1', '0110', '001110', '110', '01011']",0,6,10,12,2,22,8.308225108225107,40,38
"['1000001', '0', '010', '1110000', '111', '10111', '0010100', '10', '111000']",0,9,22,19,5,41,17.548507048507048,134,97
"['10001', '1', '00011']",0,3,6,5,2,11,1.4666666666666668,10,8
"['0', '11011', '001111', '100', '1110001', '11100']",0,6,11,16,2,27,7.649272949272949,55,46
"['0', '1000100', '001', '1', '100001', '1101000', '1010100', '10001', '10']",0,9,24,15,5,39,17.733816183816185,126,104
"['01', '010', '00000', '011011', '00100', '0110', '10', '1100111']",0,8,19,15,4,34,15.824691974691975,85,77
"['0', '11011', '1', '11', '0100010', '1100010', '010010', '000', '110101']",0,9,20,18,6,38,16.21956376956377,127,95
"['0010110', '010100', '010', '001111', '1010101', '0001101', '011111', '0100']",0,8,23,23,6,46,17.464213564213566,83,88
"['01', '011', '00001', '1011110', '000', '110']",0,6,12,11,3,23,7.382539682539682,46,39
"['0', '010', '11', '100010', '110011', '00', '0000111']",0,7,15,12,4,27,9.485531135531135,72,50
"['1', '00001', '0001', '1001', '00', '10100', '10', '0000']",0,8,19,8,7,27,14.366666666666665,67,88
"['0', '111010', '11', '0011', '111101']",0,5,6,13,2,19,4.271428571428571,35,28
"['0', '1010110', '001', '1', '00011', '01001', '0100']",0,7,15,11,4,26,10.298701298701298,64,48
"['1111100', '001', '011', '11', '101010', '0110', '010010', '10011', '01011']",0,9,18,23,6,41,21.92127317127317,99,99
"['0', '01', '1', '11', '0001', '1101101', '001110', '000010', '0100']",0,9,18,15,8,33,15.626734376734376,119,80
"['0', '11', '00', '10', '000']",0,5,7,3,3,10,4.033333333333333,16,24
"['0010', '1', '00101', '011100', '0111']",0,5,10,10,2,20,5.038239538239538,28,26
"['0', '11010', '11', '110100', '1000', '00', '01001', '1110']",0,8,15,14,6,29,14.085569985569984,75,72
"['111', '11', '00111', '0001', '00', '10', '00010', '01100', '1110']",0,9,16,16,8,32,18.04206349206349,93,105
"['0', '000011', '0001', '0101010', '00']",0,5,14,6,0,20,4.838666888666888,34,32
"['010100', '01', '1', '11', '101', '11000', '00']",0,7,11,10,3,21,10.274891774891774,53,47
"['01', '0010', '00101', '101011', '100', '1001', '0101010']",0,7,17,14,2,31,13.585897435897436,53,53
"['1', '11', '0001', '100', '10011', '0000', '011111']",0,7,12,13,2,25,9.112121212121211,64,56
"['00100', '101000', '101', '10', '0111', '000111', '110101']",0,7,16,16,3,32,11.533261183261184,66,57
"['010', '1', '100001', '101', '111011', '11111', '1100011', '0101', '1100', '1110']",0,10,16,27,7,43,24.695243645243643,133,150
"['0', '1', '1111101', '011011', '10111', '0001', '1111', '000010', '1110110', '101111']",0,10,16,31,9,47,20.289449439449438,161,139
"['01', '1', '0010101', '1101', '11100']",0,5,8,11,0,19,4.5922799422799425,34,28
"['0', '11010', '011', '11', '00111', '1111', '10010', '00010']",0,8,13,17,4,30,14.121428571428572,77,81
"['01', '010', '111', '11', '0100010', '0110', '10100', '00', '10010', '110111']",0,10,19,20,7,39,25.097974247974246,124,118
"['1', '101000', '000', '110', '101110']",0,5,10,9,4,19,4.2936507936507935,32,26
"['0', '110010', '111', '11', '011101', '1000010', '0000010', '1110']",0,8,18,18,4,36,13.354012654012655,101,81
"['11001', '001', '1', '11', '1111', '1100011', '1011', '1101']",0,8,9,21,3,30,16.159595959595958,71,140
"['0', '1010', '10', '000', '01100']",0,5,10,5,0,15,5.276190476190476,24,30
"['01', '010', '011', '0110', '10110', '1000', '00', '11111', '1101', '1110']",0,10,15,21,10,36,25.763492063492063,100,118
"['010100', '11001', '01', '11011', '100100', '00', '10010', '10', '0111']",0,9,19,18,8,37,20.5015873015873,102,92
"['010', '001111', '011', '1001010', '111', '1000', '111111', '0000', '0100']",0,9,19,21,8,40,17.635653235653237,112,110
"['0', '01', '0010', '00000', '10111', '010101', '0000010', '000']",0,8,23,10,2,33,14.30042735042735,88,96
"['0', '0010111', '011', '111', '11', '0001', '0000', '111001']",0,8,14,16,4,30,12.136574536574537,89,85
"['0', '01', '0010111', '1', '000011', '10111', '10010', '10', '0100101', '01110']",0,10,20,21,9,41,22.396375846375847,153,103
"['0100110', '011', '11', '00011', '101011', '100', '0110', '011111', '1001001', '0100']",0,10,22,25,8,47,26.95995115995116,134,127
"['0', '11', '101', '0110', '11111']",0,5,4,11,0,15,4.453968253968254,27,20
"['010', '1', '11000', '1010100', '1101110', '10', '01110', '1111011']",0,8,15,22,5,37,14.976190476190476,99,70
"['0', '001', '1', '00', '10']",0,5,6,3,4,9,4.7,14,20
"['010', '1', '11', '1001', '100010', '0110000', '10', '10011', '1100']",0,9,18,16,4,34,20.785103785103786,103,91
"['0', '01', '001', '101', '1010', '0101', '1110']",0,7,10,11,5,21,12.264285714285714,40,51
"['110110', '1', '1101111', '11', '00110', '00', '11111', '1111111', '0110011']",0,9,11,31,7,42,16.461688311688313,133,143
"['0101111', '1', '1000101', '0011000', '11', '101', '10111', '00', '1101']",0,9,16,22,5,38,17.613419913419914,127,104
"['010100', '0', '000101', '10', '0000110']",0,5,15,7,2,22,4.983821733821734,38,31
"['1011001', '101101', '0011110', '1010', '00', '000', '110']",0,7,16,16,4,32,12.225474525474525,64,59
"['010100', '0', '01', '1', '00', '110111', '1011', '1101', '000111', '111101']",0,10,15,23,10,38,21.36904761904762,144,117
"['11001', '1000001', '111', '100', '1000', '00', '110', '0111100']",0,8,18,16,5,34,15.859235209235209,84,77
"['1010110', '1', '011', '0110100', '10000', '100010', '1110001', '10', '1110']",0,9,21,21,3,42,18.85988455988456,126,93
"['0', '11001', '010001', '0001', '10001', '1010001', '00010']",0,7,21,12,3,33,13.727478077478077,56,72
"['01', '110010', '11', '100', '110100', '1010', '11111', '1010001', '110']",0,9,16,22,6,38,20.825690975690975,103,112
"['1', '11', '0011', '101', '111011', '11101', '100000', '01011']",0,8,12,20,4,32,14.977128427128427,84,106
"['0', '0101000', '1', '011100', '100011']",0,5,12,9,4,21,3.5274725274725274,44,18
"['1', '00111', '10111', '101', '000000', '1100']",0,6,12,12,2,24,6.244660894660894,52,42
"['1', '0100010', '00', '01001', '1101']",0,5,11,8,0,19,3.973953823953824,34,20
"['010000', '1', '011', '100', '00', '10011', '000000', '0001010']",0,8,23,10,4,33,13.523071373071373,93,85
"['010100', '1101111', '11', '100', '1101100', '100110', '011001']",0,7,16,21,5,37,12.34932844932845,71,60
"['11110', '010', '01', '0011', '0001', '00', '10011', '1100011', '1101010']",0,9,19,20,8,39,20.3517316017316,105,100
"['001', '011', '0001111', '00', '10', '0000', '1010001', '1101']",0,8,18,14,8,32,13.943650793650793,87,75
"['01', '0100111', '111', '0011000', '00011', '100', '00', '010111', '01010', '0100']",0,10,24,20,8,44,25.919774669774668,135,148
"['01', '0010', '100001', '1', '11101', '001010', '000111']",0,7,16,14,3,30,10.909379509379509,70,50
"['1011010', '11010', '010001', '1', '111010', '00001', '11', '01111', '000', '1100']",0,10,21,23,5,44,23.233316683316684,143,127
"['0', '111000', '1', '001101', '10101', '1001', '110111', '10', '1000011', '0101']",0,10,19,23,7,42,23.06166611166611,150,124
"['0010', '11011', '1', '01101', '000011', '11', '101010', '100', '1001', '1000']",0,10,20,20,7,40,24.90252525252525,122,122
"['0', '0010', '1', '11', '00', '1000', '01010', '110']",0,8,13,9,6,22,12.66904761904762,63,65
"['101', '1001100', '011111', '1011', '101111', '1111011']",0,6,9,24,4,33,9.88909978909979,44,69
"['0', '00011', '001000', '0011', '1000000', '10', '0111', '110', '101111']",0,9,21,17,4,38,17.348329448329448,123,100
"['0', '01', '1', '00011', '00001', '00010', '00110', '0110010', '000100', '101111']",0,10,26,17,8,43,23.433388833388832,145,124
"['11110', '011', '100', '1111010', '00', '100011', '001100', '110', '01011']",0,9,18,22,7,40,20.13274503274503,111,107
"['0101111', '11011', '001101', '1', '11', '00000', '001000', '0101']",0,8,18,18,4,36,13.017760017760018,97,76
"['0', '01', '000']",0,3,5,1,0,6,1.5666666666666667,5,8
"['1', '111010', '101', '1001', '1110001', '0111111', '10']",0,7,10,20,2,30,11.156476856476857,74,69
"['0', '111', '1110011', '100', '0101100', '0000', '1011']",0,7,14,15,6,29,9.193722943722944,71,54
"['0', '11011', '10111', '1001', '10', '000', '11100']",0,7,11,14,3,25,10.91904761904762,59,49
"['1101111', '011', '101010', '1010', '1000', '10010', '00010', '001001', '1100', '0001000']",0,10,29,22,9,51,27.78137973137973,127,139
"['0', '01', '111', '00', '1000', '0111']",0,6,8,8,4,16,6.426190476190476,35,35
"['0', '1', '001000', '0110', '1001101', '0000', '1110001', '11111', '0001010']",0,9,23,19,7,42,15.249206349206348,141,83
"['000110', '01', '1', '10', '011110']",0,5,8,9,4,17,5.071428571428571,32,23
"['0', '1', '011100', '11', '10']",0,5,5,7,4,12,4.071428571428571,25,16
"['11001', '0101010', '1', '111']",0,4,6,10,0,16,3.1,21,14
"['11001', '1', '00', '10', '000010']",0,5,10,6,2,16,4.474025974025974,30,19
"['0', '0011101', '111010', '101010', '101000', '00100', '110011', '1000000', '1001100']",0,9,29,22,7,51,20.18006993006993,121,101
"['010', '1', '1000101', '011', '10000', '00', '10', '000', '01100', '0100']",0,10,23,12,7,35,24.59227994227994,114,128
"['01', '11', '101', '0001', '10100']",0,5,8,8,2,16,6.008730158730159,21,28
"['0', '00100', '000']",0,3,8,1,0,9,1.5833333333333333,8,16
"['0', '0111010', '1', '1100', '0110', '100', '1110001', '10', '110', '01100']",0,10,18,19,8,37,26.172510822510823,125,114
"['001', '0100110', '111', '10111', '10101', '10', '000', '0101001']",0,8,17,18,7,35,15.029365079365078,84,69
"['0101111', '010', '1', '111', '11000', '0110']",0,6,9,14,2,23,7.49069264069264,48,38
"['01', '001', '1', '0011', '00', '000', '01110']",0,7,12,8,4,20,11.438095238095238,43,58
"['0', '110', '1', '011', '011100', '0101101', '0111', '0000', '011010', '1100']",0,10,19,20,9,39,23.09089244089244,135,126
"['0011011', '100', '011', '10']",0,4,7,8,2,15,2.977777777777778,20,16
"['110000', '001', '001101', '101101', '11', '00', '10010']",0,7,16,14,5,30,11.663564213564214,64,59
"['0001001', '001', '11', '0011', '10101', '10000', '00', '111110', '111101', '1110']",0,10,20,24,8,44,22.34107004107004,142,136
"['0', '1101111', '111', '1110', '1100001', '1101', '110101', '110', '1111111', '0111100']",0,10,14,35,8,49,25.62117882117882,149,184
"['010100', '0101101', '0001', '111111', '11101', '001010', '1000', '01010', '000100', '101110']",0,10,28,27,9,55,26.522494172494174,125,134
"['0', '0111001', '0011', '1100101', '0000', '01000', '1110']",0,7,18,14,5,32,10.341053391053391,70,54
"['0001001', '010', '1', '10', '0001010']",0,5,13,7,2,20,5.412698412698413,36,26
"['001', '1', '100', '0010011', '1111010']",0,5,10,11,4,21,4.795238095238095,39,25
"['01101', '001', '1', '1110011', '1000000', '001010', '10', '000111']",0,8,20,17,4,37,13.552042402042401,105,68
"['01', '1', '1010', '1000', '10', '001001']",0,6,11,8,4,19,8.202380952380953,39,36
"['0', '010', '11', '011101', '10', '000', '01011', '01000']",0,8,15,12,6,27,13.937734487734488,74,76
"['01', '1', '0100010', '01100', '101010', '10110', '01111', '0110', '0111', '101001']",0,10,21,24,7,45,27.056499056499057,128,128
"['0', '001111', '11', '101010', '100010']",0,5,10,11,3,21,4.023809523809524,37,23
"['0', '11', '100', '1010111', '10100', '010011', '001011', '101001']",0,8,17,19,3,36,15.306970806970806,89,83
"['0', '001', '1', '10111', '000', '110']",0,6,8,8,5,16,5.75,38,29
"['010011', '00', '0000']",0,3,9,3,0,12,1.5666666666666667,9,12
"['0', '1101001', '01', '0010', '1', '11', '0001', '100', '0101', '1110']",0,10,16,16,8,32,21.72157287157287,119,103
"['0', '0111000', '010', '00011', '101010', '0001', '1100000', '0110', '010111', '1010000']",0,10,30,20,7,50,24.236491286491287,157,142
